groupID,subjectID,a,v_self,v_stranger,v_diff,Type,Condition.x,Condition.y,Condition.x.x,Condition.y.y,Condition.x.x.x,Condition.y.y.y,Condition.x.x.x.x,Condition.y.y.y.y
4,14,1.15097,-0.655909,-0.665954,0.0100450000000001,empirical,"P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600"
5,1,1.551299,1.693896,0.722844,0.971052,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,2,1.73051,0.320051,0.214467,0.105584,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,3,2.15788,2.324286,1.215891,1.108395,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,4,1.776565,1.170112,0.388567,0.781545,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,5,1.957438,1.348181,0.900429,0.447752,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,6,2.114376,1.395406,1.090992,0.304414,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,7,2.324664,3.010576,1.664968,1.345608,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,8,1.570733,2.270531,0.350887,1.919644,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,10,1.449333,1.733681,1.082536,0.651145,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,11,1.214017,0.900298,-0.360024,1.260322,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,12,2.210593,2.2427,0.772893,1.469807,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
6,1,5.256375,3.915575,3.596566,0.319009,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,3,4.379293,2.898167,2.388768,0.509399,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,4,3.272533,2.261451,1.407597,0.853854,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,5,2.212774,1.369768,0.899761,0.470007,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,10,2.865166,2.190001,1.525293,0.664708,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,12,2.979256,2.126196,1.223056,0.90314,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,13,6.295582,4.29017,4.586671,-0.296501,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,15,2.248502,1.736246,0.99579,0.740456,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,16,2.873951,2.113795,1.989212,0.124583,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
7,1,1.524586,2.478611,0.619169,1.859442,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,2,1.530613,1.279742,0.123214,1.156528,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,3,1.19882,1.948143,0.69534,1.252803,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,4,1.464767,1.347779,-0.1205,1.468279,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,5,1.430638,1.446646,-0.301069,1.747715,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,6,1.790282,1.516837,0.709405,0.807432,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,7,0.873128,-0.515158,-0.405964,-0.109194,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,8,1.193639,0.275734,0.650042,-0.374308,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,9,0.946459,1.121045,0.018665,1.10238,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,10,1.507295,1.304408,0.087057,1.217351,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,11,1.301485,0.67388,0.019168,0.654712,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
7,12,1.597216,1.931082,1.413038,0.518044,empirical,"P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800","P=120,T=30,W=800"
8,1,1.962313,2.213876,1.78727,0.426606,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,2,1.515316,1.068822,0.175606,0.893216,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,3,1.879083,2.169156,0.967287,1.201869,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,4,2.095686,2.483823,1.593889,0.889934,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,5,2.012774,2.337472,1.880066,0.457406,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,6,2.201414,2.619482,1.381429,1.238053,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,7,2.198273,2.540527,2.115335,0.425192,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,8,0.922037,-0.144271,-0.107173,-0.037098,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,10,1.742663,1.513975,1.14443,0.369545,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,11,1.751555,1.544391,0.623901,0.92049,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
8,12,1.493402,1.382022,0.94899,0.433032,empirical,"P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800","P=120,T=80,W=800"
